index,author,title,description,url,urlToImage,publishedAt,content,source_name,source_id
10,Erin Snodgrass,Peter Thiel says Elon Musk's embrace of Donald Trump helped other Silicon Valley leaders feel safe supporting him,Billionaire Peter Thiel credited Elon Musk's public support of Donald Trump with helping other tech leaders feel safe embracing the president-elect.,https://www.businessinsider.com/peter-thiel-elon-musk-turn-donald-trump-other-tech-ceos-2024-11,https://i.insider.com/62164c6245889c0019d1e31e?width=800&format=jpeg,2024-11-15T03:58:01Z,"Peter Thiel credited Elon Musk with helping other tech leaders feel safe supporting Donald Trump.Getty Images
<ul><li>Peter Thiel attributed recent Trump support in Silicon Valley, in part, to Elon … [+3597 chars]",Business Insider,business-insider
11,pkafka@insider.com (Peter Kafka),Did you need another reminder that Donald Trump watches TV? Here you go.,Twitter - and Elon Musk — are important for Trump 2.0. But Trump has always been a TV person and that's not going to change.,https://www.businessinsider.com/pete-hegseth-trump-fox-twitter-elon-musk-influence-2024-11,https://i.insider.com/6734e38a192f525898582dbc?width=1200&format=jpeg,2024-11-13T17:49:21Z,"Earlier this week, I wondered how much Twitter was going to influence the next Trump administration and how much influence we'd see from TV, which was tremendously important the first time around.
H… [+3102 chars]",Business Insider,business-insider
12,,[Removed],[Removed],https://removed.com,,2024-11-13T01:55:21Z,[Removed],[Removed],
13,esnodgrass@businessinsider.com (Erin Snodgrass),"Donald Trump says Elon Musk will help run the Department of Government Efficiency, or DOGE","Elon Musk and Vivek Ramaswamy will lead the Department of Government Efficiency, also known as DOGE, under Donald Trump's administration, Trump said.",https://www.businessinsider.com/trump-elon-musk-vivek-ramaswamy-department-government-efficiency-doge-2024-11,https://i.insider.com/6733ff7d5ec9bfa3d63db52b?width=1200&format=jpeg,2024-11-13T01:26:18Z,"President-elect Donald Trump on Tuesday said that Tesla CEO Elon Musk and businessman Vivek Ramaswamy will lead the Department of Government Efficiency, also known as DOGE, under his administration.… [+2491 chars]",Business Insider,business-insider
14,jfaris@businessinsider.com (James Faris),'I got it wrong': Anthony Scaramucci shares 4 key reasons why Donald Trump won,Anthony Scaramucci's reasons for Trump's win focus on the economy and Harris' campaign approach. It's a wake-up call for Democrats.,https://www.businessinsider.com/why-trump-won-election-kamala-harris-biden-democrats-anthony-scaramucci-2024-11,https://i.insider.com/672e47b988cea3ba1c1f325d?width=1200&format=jpeg,2024-11-08T17:26:24Z,"Anthony Scaramucci didn't have much time to get his hopes up.
Just 90 minutes after the first polls closed on election night, Scaramucci started to see exit polls that became the writing on the wall… [+4862 chars]",Business Insider,business-insider
15,jhart@insider.com (Jordan Hart),Apple's Tim Cook is going to have a headache on his hands if Donald Trump follows through on tariffs this time around,Apple's Tim Cook must navigate potential cost increases if Trump enacts 60% tariffs on Chinese goods.,https://www.businessinsider.com/donald-trump-china-tariff-plans-could-cost-apple-2024-11,https://i.insider.com/672d050e5ec9bfa3d63c6433?width=1200&format=jpeg,2024-11-07T20:05:58Z,"Apple got a break the last time Donald Trump was in office, but the president-elect's proposed tariffs could cost the tech giant a lot during his second term.
CEO Tim Cook joined the chorus of tech … [+2344 chars]",Business Insider,business-insider
16,knotopoulos@businessinsider.com (Katie Notopoulos),Mark Zuckerberg played it safe with Donald Trump this election. That strategy worked.,Meta's CEO stayed out of the election this time around after facing lots of controversy in the past. That strategy looks to have paid off.,https://www.businessinsider.com/mark-zuckerberg-donald-trump-election-safe-2024-11,https://i.insider.com/672bb658192f5258985681ba?width=1024&format=jpeg,2024-11-06T19:42:09Z,"Mark Zuckerberg has been burned before. In the elections of 2016 and 2020, Facebook came under intense scrutiny. (And it's still going on: There was a Supreme Court hearing Wednesday over lingering i… [+2536 chars]",Business Insider,business-insider
17,Emma Roth,All the Big Tech leaders congratulating Donald Trump,"Tech executives, including Meta CEO Mark Zuckerberg and Google CEO Sundar Pichai, have posted messages congratulating Donald Trump on his election victory.",https://www.theverge.com/2024/11/6/24289649/big-tech-leaders-donald-trump-presidential-election,https://cdn.vox-cdn.com/thumbor/4uOyBVhmIed12gGYa9_lrMVs7O0=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/23951554/VRG_Illo_STK175_L_Normand_DonaldTrump_Positive.jpg,2024-11-06T18:08:09Z,"All the Big Tech leaders congratulating Donald Trump
All the Big Tech leaders congratulating Donald Trump
 / CEOs are coming forward with messages for Trump, even when theyve butted heads with him … [+2357 chars]",The Verge,the-verge
18,jsor@businessinsider.com (Jennifer Sor),'Crypto president' Donald Trump has investors cheering as bitcoin hits record,"Bitcoin surpassed $75,000 for the first time ever after Donald Trump secured a second-term as president.",https://markets.businessinsider.com/news/stocks/bitcoin-price-btc-record-high-donald-trump-victory-presidential-election-2024-11,https://i.insider.com/672b9a80192f52589856739c?width=1024&format=jpeg,2024-11-06T17:19:17Z,"Donald Trump's reelection sent bitcoin to all-time highs on Wednesday as traders cheered the coming administration of the ""crypto president."" 
Bitcoin popped as much as 8% early Wednesday, rising pa… [+1285 chars]",Business Insider,business-insider
19,jsor@businessinsider.com (Jennifer Sor),"Dow soars 1,300 points, yields surge as decisive Donald Trump win reverberates through markets","Trump's victory set off a wide-ranging rally across markets Wednesday morning , with the decisive outcome sending stocks and bond yields sharply higher.",https://markets.businessinsider.com/news/stocks/trump-victory-stock-market-today-dow-tsla-djt-bitcoin-yields-2024-11,https://i.insider.com/672b67d85ec9bfa3d63c0f13?width=1200&format=jpeg,2024-11-06T14:52:31Z,"Markets soared on Wednesday as anxieties around a potential contested election outcome and days of uncertainty were dispelled by Donald Trump's decisive victory over Kamala Harris. 
US stocks rocket… [+2626 chars]",Business Insider,business-insider
20,Gaby Del Valle,Donald Trump wins the 2024 presidential election,"Donald Trump has won the presidency, defeating Vice President Kamala Harris to become the 47th President of the United States.",https://www.theverge.com/2024/11/6/24287838/donald-trump-wins-2024-presidential-election,https://cdn.vox-cdn.com/thumbor/-MCX37JA-ZPEixsYb6zo7_x1cEI=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25531810/STK175_DONALD_TRUMP_CVIRGINIA_D.jpg,2024-11-06T11:31:22Z,"Donald Trump wins the 2024 presidential election
Donald Trump wins the 2024 presidential election
 / Trump flipped crucial swing states and declared victory early Wednesday.
ByGaby Del Valle, a po… [+2686 chars]",The Verge,the-verge
21,"mberg@businessinsider.com (Madeline Berg,Grace Kay)",Elon Musk's private jet has landed in Florida following report he'll be watching election results with Donald Trump,"Elon Musk, a Trump megadonor, will reportedly watch the presidential election results with the former president at Mar-a-Lago in Florida.",https://www.businessinsider.com/elon-musk-jet-lands-in-florida-election-night-donald-trump-2024-11,https://www.businessinsider.com/public/assets/logos/og-image-logo-social.png?v=2023-11,2024-11-05T23:41:58Z,"Elon Musk's private jet has landed in Florida, where the billionaire will reportedly watch the election results roll in with Donald Trump at Mar-a-Lago.
After flying from Austin to Cameron County, T… [+2579 chars]",Business Insider,business-insider
22,Erin Snodgrass,"Joe Rogan endorsed Donald Trump, saying Elon Musk made a 'compelling case' for the former president","Joe Rogan, who interviewed Donald Trump on his podcast, has been critical of Trump. But he said Elon Musk made a ""compelling case"" for Trump.",https://www.businessinsider.com/joe-rogan-endorses-donald-trump-on-eve-of-election-2024-11,https://i.insider.com/67297fdd192f52589856093b?width=1200&format=jpeg,2024-11-05T02:52:54Z,"Joe Rogan endorsed Donald Trump ahead of the election.Getty Images
<ul><li>Podcaster Joe Rogan endorsed Donald Trump in a Monday evening post.</li><li>Rogan cited Elon Musk, saying the billionaire m… [+2133 chars]",Business Insider,business-insider
23,Nilay Patel,Here’s FCC Commissioner Brendan Carr sucking up to Donald Trump by threatening to take NBC off the air,"NBC gave Trump equal time on its network after Kamala Harris appeared on SNL, but Brendan Carr thinks government speech regulations are a good idea.",https://www.theverge.com/2024/11/4/24287708/nbc-snl-kamala-harris-equal-time-rule-fcc-brendan-carr-speech-police,https://cdn.vox-cdn.com/thumbor/h3biYx93CYrOCM2a4SqJdGS4LLo=/0x0:2814x1875/1200x628/filters:focal(1363x581:1364x582)/cdn.vox-cdn.com/uploads/chorus_asset/file/25715037/2028793337.jpg,2024-11-04T20:42:19Z,"Heres FCC Commissioner Brendan Carr sucking up to Donald Trump by threatening to take NBC off the air
Heres FCC Commissioner Brendan Carr sucking up to Donald Trump by threatening to take NBC off th… [+6017 chars]",The Verge,the-verge
24,Eve Crosbie,Kamala Harris mocks Donald Trump as she joins long list of politicians to cameo on 'Saturday Night Live',"During her cameo, Harris appeared to poke fun at a recent video of Trump struggling to climb into a garbage truck at a campaign event.",https://www.businessinsider.com/kamala-harris-mocks-donald-trump-surprise-saturday-night-live-cameo-2024-11,https://i.insider.com/67277087192f52589855c1d6?width=1200&format=jpeg,2024-11-03T17:19:43Z,"Vice President Kamala Harris joined actor Maya Rudolph on ""Saturday Night Live.""Charly Triballeau/AFP via Getty Images
<ul><li>Kamala Harris appeared on ""Saturday Night Live"" for a cameo ahead of th… [+2923 chars]",Business Insider,business-insider
25,loreilly@insider.com (Lara O'Reilly),"Some Democratic political advertisers are still betting on X, despite Elon Musk's allegiance with Donald Trump","X has been successful for Democratic fundraisers and remains a go-to site for breaking news, ad experts say.",https://www.businessinsider.com/democratic-political-advertisers-using-elon-musk-x-twitter-2024-11,https://i.insider.com/6724fe5d9b3250dbbcebaf97?width=1200&format=jpeg,2024-11-01T17:56:19Z,"While some Democratic political advertisers including Kamala Harris' presidential campaign have stopped spending on X altogether, a small number are holding firm.
Two years after billionaire Elon Mu… [+5585 chars]",Business Insider,business-insider
26,Adi Robertson,Donald Trump files yet another censorship lawsuit,Former president Donald Trump has filed a lawsuit against CBS over its editing of Vice President Kamala Harris’ interview with 60 Minutes.,https://www.theverge.com/2024/11/1/24285305/trump-lawsuit-cbs-harris-interview-fcc-broadcast-censorship,https://cdn.vox-cdn.com/thumbor/gJlZBFNvrQ3zFtO0-unCFsdoepc=/0x0:4008x2672/1200x628/filters:focal(2687x574:2688x575)/cdn.vox-cdn.com/uploads/chorus_asset/file/25709879/2181497386.jpg,2024-11-01T14:22:04Z,"Donald Trump files yet another censorship lawsuit
Donald Trump files yet another censorship lawsuit
 / This is a bad lawsuit. Theres every reason to take it seriously.
ByAdi Robertson, a senior te… [+3768 chars]",The Verge,the-verge
