index,author,title,description,url,urlToImage,publishedAt,content,source_name,source_id
10,MSNBC,Lawrence: Elon Musk suffered a humiliating demotion by Donald Trump,"MSNBC’s Lawrence O’Donnell explains why Elon Musk will be the first person kicked out of the Trump administration when the position Musk and his Trump assigned partner, Vivek Ramaswamy, were given does not exist and will end in 18 months. The rest of Donald T…",https://www.msnbc.com/the-last-word/watch/lawrence-elon-musk-suffered-a-humiliating-demotion-by-donald-trump-224293957814,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/mpx/2704722219/2024_11/LOD_A2_241112-lyv29s.jpg",2024-11-13T04:03:30Z,"MSNBCs Lawrence ODonnell explains why Elon Musk will be the first person kicked out of the Trump administration when the position Musk and his Trump assigned partner, Vivek Ramaswamy, were given does… [+191 chars]",MSNBC,msnbc
11,,[Removed],[Removed],https://removed.com,,2024-11-13T01:55:21Z,[Removed],[Removed],
12,"Elizabeth Weibel, Elizabeth Weibel","Donald Trump Selects Elon Musk, Vivek Ramaswamy to 'Lead the Department of Government Efficiency'","President-elect Donald Trump announced he has picked Tesla CEO and X owner Elon Musk and entrepreneur and former Republican presidential candidate Vivek Ramaswamy to ""lead the Department of Government Efficiency.""
The post Donald Trump Selects Elon Musk, Vive…",https://www.breitbart.com/politics/2024/11/12/trump-picks-elon-musk-vivek-ramaswamy-lead-department-government-efficiency/,https://media.breitbart.com/media/2024/11/elon-musk-vivek-ramaswamy-split-2024-getty-640x335.jpg,2024-11-13T01:44:00Z,President-elect Donald Trump announced he has picked Tesla CEO and X owner Elon Musk and entrepreneur and former Republican presidential candidate Vivek Ramaswamy to “lead the Department of Governmen… [+2651 chars],Breitbart News,breitbart-news
13,"Elizabeth Weibel, Elizabeth Weibel",President-Elect Donald Trump Picks William McGinley to Serve as White House Counsel,"President-elect Donald Trump revealed on Tuesday evening that he had chosen William McGinley to serve as his White House Counsel.
The post President-Elect Donald Trump Picks William McGinley to Serve as White House Counsel appeared first on Breitbart.",https://www.breitbart.com/politics/2024/11/12/president-elect-donald-trump-picks-william-mcginley-to-serve-as-white-house-counsel/,https://media.breitbart.com/media/2024/11/Donald-Trump-Oval-Office-640x335.jpeg,2024-11-13T01:35:16Z,"President-elect Donald Trump revealed on Tuesday evening that he had chosen William McGinley to serve as his White House Counsel.
In a press release from the Trump-Vance transition team, Trump annou… [+1483 chars]",Breitbart News,breitbart-news
14,esnodgrass@businessinsider.com (Erin Snodgrass),"Donald Trump says Elon Musk will help run the Department of Government Efficiency, or DOGE","Elon Musk and Vivek Ramaswamy will lead the Department of Government Efficiency, also known as DOGE, under Donald Trump's administration, Trump said.",https://www.businessinsider.com/trump-elon-musk-vivek-ramaswamy-department-government-efficiency-doge-2024-11,https://i.insider.com/6733ff7d5ec9bfa3d63db52b?width=1200&format=jpeg,2024-11-13T01:26:18Z,"President-elect Donald Trump on Tuesday said that Tesla CEO Elon Musk and businessman Vivek Ramaswamy will lead the Department of Government Efficiency, also known as DOGE, under his administration.… [+2491 chars]",Business Insider,business-insider
15,"Kristina Wong, Kristina Wong",President-Elect Donald Trump Names Former Rep. John Ratcliffe as CIA Director,"President-elect Donald Trump on Wednesday announced that former Rep. John Ratcliffe (R-TX) will serve as his director of the Central Intelligence Agency (CIA).
The post President-Elect Donald Trump Names Former Rep. John Ratcliffe as CIA Director appeared fir…",https://www.breitbart.com/politics/2024/11/12/president-elect-donald-trump-names-former-rep-john-ratcliffe-as-cia-director/,https://media.breitbart.com/media/2024/11/John-Ratcliff-640x335.jpeg,2024-11-13T01:22:03Z,"President-elect Donald Trump on Wednesday announced that former Rep. John Ratcliffe (R-TX) will serve as his director of the Central Intelligence Agency (CIA).
Trump said in a statement:
From expos… [+1028 chars]",Breitbart News,breitbart-news
16,"Elizabeth Weibel, Elizabeth Weibel",President-Elect Donald Trump Picks Businessman Steven Witkoff to Be Special Envoy to Middle East,"President-elect Donald Trump announced that he has picked businessman and real estate investor Steven Witkoff to serve as Special Envoy to the Middle East.
The post President-Elect Donald Trump Picks Businessman Steven Witkoff to Be Special Envoy to Middle Ea…",https://www.breitbart.com/politics/2024/11/12/president-elect-donald-trump-picks-businessman-steven-witkoff-special-envoy-middle-east/,https://media.breitbart.com/media/2024/11/GettyImages-2162601019-640x335.jpg,2024-11-13T01:02:08Z,"President-elect Donald Trump announced that he has picked businessman and real estate investor Steven Witkoff to serve as Special Envoy to the Middle East.
In a press release from the Trump-Vance tr… [+1226 chars]",Breitbart News,breitbart-news
17,"Nick Gilbertson, Nick Gilbertson",Report: Donald Trump to Address House Republicans in D.C. on Wednesday,"President-elect Donald Trump is reportedly set to address the House Republican Conference on Wednesday at the U.S. Capitol. 
The post Report: Donald Trump to Address House Republicans in D.C. on Wednesday appeared first on Breitbart.",https://www.breitbart.com/2024-election/2024/11/12/report-donald-trump-to-address-house-republicans-d-c-wednesday/,https://media.breitbart.com/media/2024/11/Donald-Trump-3-640x335.jpg,2024-11-12T20:29:16Z,"President-elect Donald Trump is reportedly set to address the House Republican Conference on Wednesday at the United States Capitol.
Punchbowl News founder Jake Sherman reported on the forthcoming m… [+1654 chars]",Breitbart News,breitbart-news
18,"Warner Todd Huston, Warner Todd Huston",ESPN's Ryan Clark Tells Fans He Refuses to Respect 'Bigot' Donald Trump,"ESPN football analyst and ex-NFL player Ryan Clark took to his X account to insist that he'll never respect ""bigot"" Donald Trump.
The post ESPN’s Ryan Clark Tells Fans He Refuses to Respect ‘Bigot’ Donald Trump appeared first on Breitbart.",https://www.breitbart.com/sports/2024/11/12/espns-ryan-clark-tells-fans-he-refuses-to-respect-bigot-donald-trump/,https://media.breitbart.com/media/2024/11/Thearon-W.-Henderson_Getty-Images-5-640x335.jpg,2024-11-12T20:29:06Z,"ESPN football analyst and former Pittsburgh Steelers safety Ryan Clark took to his X account to insist that he’ll never respect “bigot” Donald Trump and that the U.S.A. is “divisive.”
In his accompa… [+3108 chars]",Breitbart News,breitbart-news
19,"Frances Martel, Frances Martel",South Korean President Taking Golf Lessons to Play with Donald Trump,"The office of the president of South Korea, Yoon Suk-yeol, confirmed to reporters on Monday that Yoon has begun practicing his golf game.
The post South Korean President Taking Golf Lessons to Play with Donald Trump appeared first on Breitbart.",https://www.breitbart.com/asia/2024/11/12/south-korean-president-taking-golf-lessons-play-donald-trump/,https://media.breitbart.com/media/2024/11/Donald-Trump-and-Shinzo-Abe-golfing-640x335.jpg,2024-11-12T17:44:51Z,"The office of the president of South Korea, Yoon Suk-yeol, confirmed to reporters on Monday that Yoon has begun practicing his golf game in anticipation of potentially playing with American President… [+5470 chars]",Breitbart News,breitbart-news
20,"Kristina Wong, Kristina Wong",Report: President-Elect Donald Trump Considering Marco Rubio as Secretary of State,"President-elect Donald Trump is considering tapping Sen. Marco Rubio (R-FL) as secretary of state, according to the New York Times.
The post Report: President-Elect Donald Trump Considering Marco Rubio as Secretary of State appeared first on Breitbart.",https://www.breitbart.com/politics/2024/11/12/report-president-elect-donald-trump-considering-marco-rubio-as-secretary-of-state/,https://media.breitbart.com/media/2024/11/Marco-Rubio-nominated-640x335.jpg,2024-11-12T17:19:04Z,"President-elect Donald Trump is considering tapping Sen. Marco Rubio (R-FL) as secretary of state, according to the New York Times. There has been no formal announcement from Trump or his transition … [+1470 chars]",Breitbart News,breitbart-news
21,"Jeff Poor, Jeff Poor",Rick Scott: 'I Want the Donald Trump Agenda Implemented',"Monday, on FNC's ""Hannity,"" Sen. Rick Scott (R-FL), a declared candidate for Senate Majority Leader, argued his case for his candidacy for the vote scheduled for Wednesday morning.
The post Rick Scott: ‘I Want the Donald Trump Agenda Implemented’ appeared fir…",https://www.breitbart.com/clips/2024/11/12/rick-scott-i-want-the-donald-trump-agenda-implemented/,https://media.breitbart.com/media/2024/11/Scott11122024-640x335.jpg,2024-11-12T17:01:37Z,"Monday, on FNC’s “Hannity,” Sen. Rick Scott (R-FL), a declared candidate for Senate Majority Leader, argued his case for his candidacy for the vote scheduled for Wednesday morning.
The Florida Repub… [+1576 chars]",Breitbart News,breitbart-news
22,Sarah Jones,Bigotry Is Not the Answer to Donald Trump,Sarah Jones writes that liberals should resist the urge to scapegoat trans people for decades of Democratic Party failure.,http://nymag.com/intelligencer/article/bigotry-is-not-the-answer-to-donald-trump.html,https://pyxis.nymag.com/v1/imgs/336/3b2/9eabeae75646c19b848af5376c33b973b6-trump-trans-lede.1x.rsocial.w1200.jpg,2024-11-12T11:00:42Z,"In the hours and days after Kamala Harris lost the presidential election to Donald Trump, some liberals looked for scapegoats. Representative Tom Suozzi of New York settled on one group right away: t… [+6272 chars]",New York Magazine,new-york-magazine
23,Kevin T. Dugan,Welcome to the Donald Trump Era of Crypto,"Bitcoin is over $87,000. Banks are telling Wall Street to buy every cryptocurrency in sight. The wild days of Sam Bankman-Fried are likely to be tiny compared to the tidal wave of money that’s about to hit the laser-eyed set.",http://nymag.com/intelligencer/article/welcome-to-the-donald-trump-era-of-crypto.html,https://pyxis.nymag.com/v1/imgs/335/a12/3d299f6ba94055f7319674ac5eab8dcbc2-trump-bitcoin.1x.rsocial.w1200.jpg,2024-11-12T10:00:51Z,"On Monday morning, the research firm Bernstein came out with some advice about crypto for its Wall Street clients: Buy everything you can. Ever since the invention of bitcoin 15 years ago, this would… [+7627 chars]",New York Magazine,new-york-magazine
24,Kevin T. Dugan,Welcome to the Donald Trump Era of Crypto,"Bitcoin is over $87,000. Banks are telling Wall Street to buy every cryptocurrency in sight. Bitcoin and other digital assets are going wild in anticipation of a crypto-friendly second term for Trump.",http://nymag.com/intelligencer/article/bitcoin-dogecoin-ethereum-trump-era-crypto.html,https://pyxis.nymag.com/v1/imgs/335/a12/3d299f6ba94055f7319674ac5eab8dcbc2-trump-bitcoin.1x.rsocial.w1200.jpg,2024-11-12T10:00:51Z,"On Monday morning, the research firm Bernstein came out with some advice about crypto for its Wall Street clients: Buy everything you can. Ever since the invention of bitcoin 15 years ago, this would… [+7627 chars]",New York Magazine,new-york-magazine
25,"Elizabeth Weibel, Elizabeth Weibel",President-Elect Donald Trump Picks GOP Rep. Mike Waltz to Be National Security Adviser,"President-elect Donald Trump selected Rep. Mike Waltz (R-FL) to serve as his National Security Adviser, according to a report from the Wall Street Journal.
The post President-Elect Donald Trump Picks GOP Rep. Mike Waltz to Be National Security Adviser appeare…",https://www.breitbart.com/politics/2024/11/11/president-elect-donald-trump-picks-gop-rep-mike-waltz-to-be-national-security-adviser/,https://media.breitbart.com/media/2024/11/GettyImages-2162156932-640x335.jpg,2024-11-12T01:07:13Z,"President-elect Donald Trump selected Rep. Mike Waltz (R-FL) to serve as his National Security Adviser, according to a report from the Wall Street Journal.
A source familiar to Breitbart News confir… [+1114 chars]",Breitbart News,breitbart-news
26,"Elizabeth Weibel, Elizabeth Weibel",President-Elect Donald Trump Chooses Former Rep. Lee Zeldin to Lead the EPA,"President-elect Donald Trump chose former New York Rep. Lee Zeldin (R) to lead the Environmental Protective Agency.
The post President-Elect Donald Trump Chooses Former Rep. Lee Zeldin to Lead the EPA appeared first on Breitbart.",https://www.breitbart.com/politics/2024/11/11/president-elect-donald-trump-chooses-former-rep-lee-zeldin-lead-epa/,https://media.breitbart.com/media/2024/11/Donald-Trump-and-Lee-Zeldin-640x335.jpg,2024-11-11T22:20:11Z,"President-elect Donald Trump has chosen former New York Rep. Lee Zeldin (R) to lead the Environmental Protection Agency (EPA).
In a statement, Trump highlighted how Zeldin has a “very strong legal b… [+1983 chars]",Breitbart News,breitbart-news
27,"David Ng, David Ng",The White Stripes Drop Lawsuit Against Donald Trump for Using Song 'Seven Nation Army' During Campaign,"The White Stripes band has reportedly dropped its lawsuit against now-President-elect Donald Trump, after suing him in September over the use of the song ""Seven Nation Army"" in a campaign video.
The post The White Stripes Drop Lawsuit Against Donald Trump for…",https://www.breitbart.com/entertainment/2024/11/11/the-white-stripes-drop-lawsuit-against-donald-trump-for-using-song-seven-nation-army-during-campaign/,https://media.breitbart.com/media/2024/11/TheWhiteStripes-640x335.jpg,2024-11-11T22:03:41Z,"The White Stripes band has reportedly dropped its lawsuit against now-President-elect Donald Trump, after suing him in September over the use of the song “Seven Nation Army” in a campaign video.
Law… [+1640 chars]",Breitbart News,breitbart-news
28,"Matthew Boyle, Matthew Boyle",Mike Johnson Helped Save an Establishment Republican Who Voted to Impeach Donald Trump,"House Speaker Mike Johnson spent time and money for the reelection of Rep. Dan Newhouse (R-WA) despite the fact that Newhouse voted to impeach former President Donald Trump, now again the president-elect of the United States.
The post Mike Johnson Helped Save…",https://www.breitbart.com/politics/2024/11/11/mike-johnson-helped-save-establishment-republican-who-voted-impeach-donald-trump/,https://media.breitbart.com/media/2024/11/Mike-Johnson-640x335.jpg,2024-11-11T21:27:53Z,"House Speaker Mike Johnson spent time, money, and resources campaigning in Washington State for the reelection of Rep. Dan Newhouse (R-WA) despite the fact that Newhouse voted to impeach former Presi… [+6118 chars]",Breitbart News,breitbart-news
29,"Wendell Husebø, Wendell Husebø",Donald Trump Applauded for Picking Elise Stefanik for U.N. Ambassador: 'By Far the Best Choice',"President-elect Donald Trump was roundly praised for nominating House Conference Chair Elise Stefanik (R-NY) for U.N. Ambassador.
The post Donald Trump Applauded for Picking Elise Stefanik for U.N. Ambassador: ‘By Far the Best Choice’ appeared first on Breitb…",https://www.breitbart.com/politics/2024/11/11/donald-trump-applauded-picking-elise-stefanik-for-u-n-ambassador-by-far-best-choice/,https://media.breitbart.com/media/2024/11/GettyImages-1946486047-640x335.jpg,2024-11-11T20:30:45Z,"President-Elect Donald Trump was roundly praised for nominating House Conference Chair Elise Stefanik (R-NY) for U.N. Ambassador.
Trump’s nomination reflects his vow to elevate stalwart America Firs… [+2067 chars]",Breitbart News,breitbart-news
30,"Neil Munro, Neil Munro",Donald Trump Picks Stephen Miller for Deputy Chief of Staff,"Donald Trump has chosen immigration expert Stephen Miller as his deputy chief of staff, a source close to the president-elect confirmed to Breitbart News.
The post Donald Trump Picks Stephen Miller for Deputy Chief of Staff appeared first on Breitbart.",https://www.breitbart.com/immigration/2024/11/11/donald-trump-picks-stephen-miller-deputy-chief-staff/,https://media.breitbart.com/media/2024/11/Stephen-Miller-640x335.jpg,2024-11-11T19:00:32Z,"President Donald Trump has chosen immigration expert Stephen Miller as his deputy chief of staff, a source close to the president-elect confirmed to Breitbart News.
The choice puts Trump’s promise o… [+3154 chars]",Breitbart News,breitbart-news
31,"Nick Gilbertson, Nick Gilbertson",Donald Trump: Democrats' Embrace of Dick and Liz Cheney Was a 'BIG Mistake',"President-elect Donald Trump said that Vice President Kamala Harris and Democrats' decision to embrace the Cheneys was a ""BIG mistake"" that appealed to neither Democrats nor Republicans.
The post Donald Trump: Democrats’ Embrace of Dick and Liz Cheney Was a ‘…",https://www.breitbart.com/2024-election/2024/11/11/donald-trump-democrats-embrace-dick-liz-cheney-was-big-mistake/,https://media.breitbart.com/media/2024/11/Liz-and-Dick-Cheney-stare-at-each-other-getty-640x335.jpg,2024-11-11T17:27:05Z,"President-elect Donald Trump said that Vice President Kamala Harris and Democrats’ decision to embrace the Cheneys was a “BIG mistake” that appealed to neither Democrats nor Republicans.
In a post o… [+1855 chars]",Breitbart News,breitbart-news
32,"Kristina Wong, Kristina Wong",Report: President-Elect Donald Trump Tells Russian President Vladimir Putin Not to Escalate in Ukraine; Russia Denies Call,"President-Elect Donald Trump advised Russian President Vladimir Putin in a phone call on Thursday not to escalate the war in Ukraine and reminded him of Washington's sizable military presence in Europe, according to the Washington Post.
The post Report: Presi…",https://www.breitbart.com/europe/2024/11/11/report-president-elect-donald-trump-tells-russian-president-vladimir-putin-not-to-escalate-in-ukraine-russia-denies-call/,https://media.breitbart.com/media/2024/11/trump-putin-in-composite-640x335.jpg,2024-11-11T12:15:04Z,President-Elect Donald Trump advised Russian President Vladimir Putin in a phone call on Thursday not to escalate the war in Ukraine and reminded him of Washington’s sizable military presence in Euro… [+2438 chars],Breitbart News,breitbart-news
33,Rosa Flores,Immigration policy: Donald Trump has promised a closed border and mass deportations. Those affected are taking action,"Immigrants, their employers and groups who work with them are already taking action ahead of President-elect Donald Trump’s second term, in which he has promised to deport millions of people.",https://www.cnn.com/2024/11/11/us/closed-border-trump-immigration-deportation/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/01-gettyimages-2174124556.jpg?c=16x9&q=w_800,c_fill",2024-11-11T10:25:50Z,"Immigrants, their employers and groups that work with them are already taking action ahead of President-elect Donald Trumps second term, in which he has promised to deport millions of people.
Some f… [+10082 chars]",CNN,cnn
34,"Neil Munro, Neil Munro","Donald Trump Picks Tom Homan to Oversee Border Security, Deportations","Border hawk Thomas Homan is getting a prize border security job in the new administration, incoming President Donald Trump said in a message via his Truth Social media network.
The post Donald Trump Picks Tom Homan to Oversee Border Security, Deportations app…",https://www.breitbart.com/immigration/2024/11/11/trump-picks-tom-homan-to-oversee-border-security-deportations/,https://media.breitbart.com/media/2024/11/Tom-Homan-640x335.jpg,2024-11-11T09:59:26Z,"Border hawk Thomas Homan is getting a prize border security job in the new administration, incoming President Donald Trump said in a message via his Truth Social media network.
Homan is an experienc… [+5170 chars]",Breitbart News,breitbart-news
35,"Amy Furr, Amy Furr",WaPo: Kamala Harris's Coverup of Joe Biden's Decline Is Part of Why Democrats Lost to Donald Trump,"The left-wing Washington Post is laying blame at the feet of Vice President Kamala Harris for the defeat President-elect Donald Trump delivered to Democrats on Tuesday.
The post WaPo: Kamala Harris’s Coverup of Joe Biden’s Decline Is Part of Why Democrats Los…",https://www.breitbart.com/2024-election/2024/11/10/wapo-harriss-coverup-bidens-decline-part-why-democrats-lost-trump/,https://media.breitbart.com/media/2024/11/GettyImages-2154633697-640x335.jpg,2024-11-10T21:11:59Z,"The left-wing Washington Post is laying blame at the feet of Vice President Kamala Harris for the defeat President-elect Donald Trump handed to Democrats on Tuesday.
The newspaper’s editorial board … [+2382 chars]",Breitbart News,breitbart-news
36,"Breitbart News, Breitbart News",‘Saturday Night Live’ to Donald Trump: ‘We’ve Been with You All Along’,"The first “Saturday Night Live” since Donald Trump’s election victory began with the most somber of tones as a group of plainly dressed cast members, primarily women and minorities, described their new reality.
The post ‘Saturday Night Live’ to Donald Trump: …",https://www.breitbart.com/entertainment/2024/11/10/saturday-night-live-to-donald-trump-weve-been-with-you-all-along/,https://media.breitbart.com/media/2024/11/harris-640x335.jpg,2024-11-10T12:57:35Z,"(AP) The first Saturday Night Live since Donald Trumps election victory began with the most somber of tones as a group of plainly dressed cast members, primarily women and minorities, described their… [+4147 chars]",Breitbart News,breitbart-news
37,"Simon Kent, Simon Kent","Date Set for Joe Biden, Donald Trump Meeting at the White House","Departing President Joe Biden and President-elect Donald Trump will meet at the White House on Wednesday morning to discuss the transition of power between their respective administrations.
The post Date Set for Joe Biden, Donald Trump Meeting at the White Ho…",https://www.breitbart.com/politics/2024/11/10/date-set-for-joe-biden-donald-trump-meeting-at-the-white-house/,https://media.breitbart.com/media/2024/11/trump-and-biden-to-meet-640x335.jpg,2024-11-10T11:59:13Z,"Departing President Joe Biden and President-elect Donald Trump will meet at the White House on Wednesday morning to discuss the transition of power between their respective administrations.
UPI repo… [+1382 chars]",Breitbart News,breitbart-news
38,Alli Rosenbloom,‘SNL’ cast directly appeal to President-elect Donald Trump during cold open of post-election episode | CNN,"Several of the cast members of “Saturday Night Live” took to the stage at Studio 8H in New York on Saturday in the first episode after the presidential election, where they jokingly appealed directly to President-elect Donald Trump about how they shouldn’t be…",https://www.cnn.com/2024/11/10/entertainment/snl-donald-trump-cold-open/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/still-21099952-466934-57899999997-still.jpg?c=16x9&q=w_800,c_fill",2024-11-10T05:49:22Z,"Several of the cast members of Saturday Night Live took to the stage at Studio 8H in New York on Saturday in the first episode after the presidential election, where they jokingly appealed directly t… [+1881 chars]",CNN,cnn
39,"Elizabeth Weibel, Elizabeth Weibel",Thousands of Protesters March in NYC Over President-Elect Donald Trump's Win: 'Donald Trump Has Got To Go',"Thousands of protesters marched through New York City and protested President-elect Donald Trump's win in the presidential election.
The post Thousands of Protesters March in NYC Over President-Elect Donald Trump’s Win: ‘Donald Trump Has Got To Go’ appeared f…",https://www.breitbart.com/politics/2024/11/09/thousands-protesters-march-nyc-over-president-elect-donald-trumps-win-donald-trump-has-got-to-go/,https://media.breitbart.com/media/2024/11/NYC-protesters-640x335.jpg,2024-11-09T23:46:00Z,"Thousands of protesters marched through New York City Saturday protesting President-elect Donald Trump’s victory in the presidential election.
In a video posted to X by Turning Point USA reporter Sa… [+1371 chars]",Breitbart News,breitbart-news
40,"Amy Furr, Amy Furr",Poll: 75% of Voters Accept Donald Trump as the Legitimate President,"A majority of registered voters have shared their reaction to President-elect Donald Trump winning the White House a second time.
The post Poll: 75% of Voters Accept Donald Trump as the Legitimate President appeared first on Breitbart.",https://www.breitbart.com/2024-election/2024/11/09/75-percent-voters-accept-donald-trump-legitimate-president/,https://media.breitbart.com/media/2024/11/Trump-Melania-Barron-stage-after-winning-getty-640x335.jpg,2024-11-09T19:31:08Z,"A majority of registered voters have shared their reaction to President-elect Donald Trump winning the White House a second time.
The Economist/YouGov poll conducted on Wednesday and Thursday found … [+2119 chars]",Breitbart News,breitbart-news
